audio_file,class,id,candidate1_ko,candidate1_en,candidate2_ko,candidate2_en,candidate3_ko,candidate3_en,candidate4_ko,candidate4_en,candidate5_ko,candidate5_en
3_91.wav,3,91,또 르 르 르 르 르 르,TTO REU REU REU REU REU REU,표 쬬 쵸 죠 조 조 조 조 조,PYO JJYO CHYO JYO JO JO JO JO JO,쭈 르 르 르 르 륵,JJU REU REU REU REU REUK,쪼 르 르 르 르 쪼 르 르 르 륵,JJO REU REU REU REU JJO REU REU REU REUK,토 그 로 로 로 오 악,TO GEU RO RO RO O AK
3_92.wav,3,92,또 르 르 르 또 르 르 르 또 르 르 르 르 륵,TTO REU REU REU TTO REU REU REU TTO REU REU REU REU REUK,쳐 텨 러 러 러 러 러 러 럭,CHYEO TYEO REO REO REO REO REO REO REOK,졸 졸 졸 졸 졸 졸,JOL JOL JOL JOL JOL JOL,쿠 르 르 푸 우 콰 아 콰 아 아 아 아 아,KU REU REU PU U KWA A KWA A A A A A,치 아 오 오 오 오 오 옥,CHI A O O O O O OK
3_93.wav,3,93,따 라 라 라 라 락 휘 이 익,TTA RA RA RA RA RAK HWI I IK,표 쵸 죠 죠 로 로 록,PYO CHYO JYO JYO RO RO ROK,티 리 리 리 릭 티 리 릭,TI RI RI RI RIK TI RI RIK,쿠 기 이 잇 쿠 기 기 잇 스 와 아 하,KU GI I IT KU GI GI IT SEU WA A HA,쵸 고 로 고 로 고 록 취 이 이 이,CHYO GO RO GO RO GO ROK CHWI I I I
3_94.wav,3,94,취 이 이 익 취 이 이 이 이,CHWI I I IK CHWI I I I I,쓰 으 으 으 으 으 으 으,SSEU EU EU EU EU EU EU EU,치 이 이 이 이,CHI I I I I,솨 아 아 아 아 솨 아 아,SWA A A A A SWA A A,쬬 르 륵 오 익 오 익 옥,JJYO REU REUK O IK O IK OK
3_95.wav,3,95,쪼 르 르 르 르,JJO REU REU REU REU,브 쥬 우 우 우 우,BEU JYU U U U U,지 리 리 릭,JI RI RI RIK,조 홀 홀 홀,JO HOL HOL HOL,쉬 이 이 이 이,SWI I I I I
3_96.wav,3,96,치 그 덕 스 으 윽,CHI GEU DEOK SEU EU EUK,휘 스 륵 흭,HWI SEU REUK HUIK,스 거 어 어 억,SEU GEO EO EO EOK,스 그 덕 크 고 오,SEU GEU DEOK KEU GO O,스 그 럭,SEU GEU REOK
3_97.wav,3,97,쿠 호 오 옹 또 로 로 록,KU HO O ONG TTO RO RO ROK,쳐 러 렁 트 럭 쳑 조 로 로 록,CHYEO REO REONG TEU REOK CHYEOK JO RO RO ROK,휘 이 잉 쪼 르 르 르 륵,HWI I ING JJO REU REU REU REUK,쿠 우 우 우 웃 쪼 르 르 륵 쯔 릅,KU U U U UT JJO REU REU REUK JJEU REUB,콰 앙 쪼 로 로 로 로 코 옥,KWA ANG JJO RO RO RO RO KO OK
3_98.wav,3,98,또 르 르 르 르 르 르 륵,TTO REU REU REU REU REU REU REUK,쬬 됴 로 로 로 로 로 로 락,JJYO DYO RO RO RO RO RO RO RAK,쪼 르 르 르 으 으 윽,JJO REU REU REU EU EU EUK,쪼 르 르 르 쪼 르 르 윽 쪼 르 르 르,JJO REU REU REU JJO REU REU EUK JJO REU REU REU,또 로 로 로 로 로 로,TTO RO RO RO RO RO RO
3_99.wav,3,99,터 거 거 거 걱 트 드 닥,TEO GEO GEO GEO GEOK TEU DEU DAK,주 구 락 터 드 득,JU GU RAK TEO DEU DEUK,스 크 르 륵 트 르 르 륵,SEU KEU REU REUK TEU REU REU REUK,뛰 그 리 찌 끄 리 타 라 닥 닥,TTWI GEU RI JJI KKEU RI TA RA DAK DAK,즈 그 즈 그 하 학 띠 그 드 그 득,JEU GEU JEU GEU HA HAK TTI GEU DEU GEU DEUK
30_ (1).mp3,30,1,쉬 이 이 쉬 이,SWI I I SWI I,쓰 윽 쓰 억,SSEU EUK SSEU EOK,스 윽 스 윽,SEU EUK SEU EUK,스 으 읏 스 사 앗,SEU EU EUT SEU SA AT,스 그 윽 슥,SEU GEU EUK SEUK
30_ (10).mp3,30,10,치 이 익 츠 아 아 악,CHI I IK CHEU A A AK,커 러 럭 트 륵,KEO REO REOK TEU REUK,스 극 드 르 스 르 륵,SEU GEUK DEU REU SEU REU REUK,슥 타 악 타 닥 다 닥,SEUK TA AK TA DAK DA DAK,둥 탁 두 오 옹,DUNG TAK DU O ONG
30_ (100).mp3,30,100,쉬 이 이 취 지 익,SWI I I CHWI JI IK,쿠 슈 유 유 유 유 잉,KU SYU YU YU YU YU ING,스 그 으 으 으 으 극,SEU GEU EU EU EU EU GEUK,스 스 으 으 윽 스 으 윽,SEU SEU EU EU EUK SEU EU EUK,쿠 슈 우 우 우 슈 욱,KU SYU U U U SYU UK
30_ (11).mp3,30,11,쓱 싹 쓱 싹 쓱 싹 쓱 싹,SSEUK SSAK SSEUK SSAK SSEUK SSAK SSEUK SSAK,포 로 리 포 윅 오 윅,PO RO RI PO WIK O WIK,스 각 스 각 스 각,SEU GAK SEU GAK SEU GAK,사 삭 스 슥 삭 스 스 삭,SA SAK SEU SEUK SAK SEU SEU SAK,소 고 소 고 서 고 석 소 곡 소 곡,SO GO SO GO SEO GO SEOK SO GOK SO GOK
30_ (12).mp3,30,12,치 지 지 지 치 지 지 지 지 지 지 지,CHI JI JI JI CHI JI JI JI JI JI JI JI,프 츶 츠 즈 즈 즈 쓰 슷,PEU CHEUT CHEU JEU JEU JEU SSEU SEUT,스 극 스 극 그 그 극 스 그 그 그 으 윽,SEU GEUK SEU GEUK GEU GEU GEUK SEU GEU GEU GEU EU EUK,스 스 읏 사 삿 삿 스 슷 스 스 슷,SEU SEU EUT SA SAT SAT SEU SEUT SEU SEU SEUT,트 그 트 그 트 그 트 그,TEU GEU TEU GEU TEU GEU TEU GEU
30_ (13).mp3,30,13,치 지 지 지 지 치 치 칙,CHI JI JI JI JI CHI CHI CHIK,씃 스 스 스 스 스 슥 스 익 슥,SSEUT SEU SEU SEU SEU SEU SEUK SEU IK SEUK,스 그 득 스 그 득 스 그 극,SEU GEU DEUK SEU GEU DEUK SEU GEU GEUK,스 슷 슷 슷 사 삿 삿,SEU SEUT SEUT SEUT SA SAT SAT,소 고 소 고 서 거 석,SO GO SO GO SEO GEO SEOK
30_ (14).mp3,30,14,쓰 그 그 그 쓰 그 그 그 쓰 극,SSEU GEU GEU GEU SSEU GEU GEU GEU SSEU GEUK,브 즈 브 즈 브 즈 좌 악,BEU JEU BEU JEU BEU JEU JWA AK,스 크 스 크 스 크 스 크,SEU KEU SEU KEU SEU KEU SEU KEU,스 스 스 슥 사 사 사 스 스 사 삭,SEU SEU SEU SEUK SA SA SA SEU SEU SA SAK,디 기 디 기 딕 디 기 디 기 티 기,DI GI DI GI DIK DI GI DI GI TI GI
30_ (15).mp3,30,15,스 삭 취 히 히 힉 취 히 히 히,SEU SAK CHWI HI HI HIK CHWI HI HI HI,측 츠 즈 즈 즉 츠 르 륵 특,CHEUK CHEU JEU JEU JEUK CHEU REU REUK TEUK,스 그 극 스 르 륵 스 그 그 그 극,SEU GEU GEUK SEU REU REUK SEU GEU GEU GEU GEUK,스 슥 스 스 슥 스 스 슥,SEU SEUK SEU SEU SEUK SEU SEU SEUK,스 그 슥 츠 크 스 극,SEU GEU SEUK CHEU KEU SEU GEUK
30_ (16).mp3,30,16,스 그 삭 스 그 삭 슥,SEU GEU SAK SEU GEU SAK SEUK,즈 즈 즉 저 럭 적,JEU JEU JEUK JEO REOK JEOK,스 극 스 극 스 그 르 륵,SEU GEUK SEU GEUK SEU GEU REU REUK,스 스 슥 스 슥 스 스 슥,SEU SEU SEUK SEU SEUK SEU SEU SEUK,쿠 카 쿠 카 쿠 카 쿠 카 쿠 카 스 사 사 삭,KU KA KU KA KU KA KU KA KU KA SEU SA SA SAK
30_ (17).mp3,30,17,치 지 지 직 치 직 치 지 직 치 직,CHI JI JI JIK CHI JIK CHI JI JIK CHI JIK,틋 트 득 측,TEUT TEU DEUK CHEUK,스 극 스 극 스 그 르 으 스 으 윽,SEU GEUK SEU GEUK SEU GEU REU EU SEU EU EUK,스 슷 슷 슷 사 사 사 삿 사 사 삿 타 닷,SEU SEUT SEUT SEUT SA SA SA SAT SA SA SAT TA DAT,도 고 독 도 고 고 고 도 옥 도 록,DO GO DOK DO GO GO GO DO OK DO ROK
30_ (18).mp3,30,18,치 치 리 딕 디 릭 디 리 디 릭,CHI CHI RI DIK DI RIK DI RI DI RIK,스 스 슷 스 슷 스 스 스 슥,SEU SEU SEUT SEU SEUT SEU SEU SEU SEUK,스 극 스 그 윽,SEU GEUK SEU GEU EUK,스 스 슷 사 삿 스 슷 스 슷,SEU SEU SEUT SA SAT SEU SEUT SEU SEUT,스 극 스 극 삭 스 극 스 극 스 극,SEU GEUK SEU GEUK SAK SEU GEUK SEU GEUK SEU GEUK
30_ (19).mp3,30,19,쓰 스 슥 쓰 스 스 스 슥,SSEU SEU SEUK SSEU SEU SEU SEU SEUK,즈 즈 즉 스 스 스 슥,JEU JEU JEUK SEU SEU SEU SEUK,스 각 스 각 스 각,SEU GAK SEU GAK SEU GAK,스 스 스 슥 스 슥 사 슥,SEU SEU SEU SEUK SEU SEUK SA SEUK,스 스 쉭 스 그 스 그 스 스,SEU SEU SWIK SEU GEU SEU GEU SEU SEU
30_ (2).mp3,30,2,치 이 익 틱 티 릭 칙 치 리 릭,CHI I IK TIK TI RIK CHIK CHI RI RIK,스 슷 슥 특 티 러 럭,SEU SEUT SEUK TEUK TI REO REOK,사 각 사 각 삭 삭 삭,SA GAK SA GAK SAK SAK SAK,탁 드 륵 탁 탁 타 악 탁,TAK DEU REUK TAK TAK TA AK TAK,스 스 슥 탁 스 스 슥,SEU SEU SEUK TAK SEU SEU SEUK
30_ (20).mp3,30,20,쓰 스 스 스 슥 쓰 스 스 스 슥 턱,SSEU SEU SEU SEU SEUK SSEU SEU SEU SEU SEUK TEOK,스 스 슥 스 스 스 슥 픅,SEU SEU SEUK SEU SEU SEU SEUK PEUK,사 각 사 각 사 각,SA GAK SA GAK SA GAK,스 스 슷 사 사 사 사 삭 탁,SEU SEU SEUT SA SA SA SA SAK TAK,싹 싹 싸 그 락 싹 싹 싹,SSAK SSAK SSA GEU RAK SSAK SSAK SSAK
30_ (21).mp3,30,21,치 지 지 지 직 치 지 직 칙,CHI JI JI JI JIK CHI JI JIK CHIK,씃 츠 즈 즛 트 드 득,SSEUT CHEU JEU JEUT TEU DEU DEUK,사 각 사 각 사 각 사 가 가 각,SA GAK SA GAK SA GAK SA GA GA GAK,슷 슷 슷 스 스 슷 슷 사 삿 스 읏,SEUT SEUT SEUT SEU SEU SEUT SEUT SA SAT SEU EUT,딱 스 극 스 극 딱 스 극 딱,TTAK SEU GEUK SEU GEUK TTAK SEU GEUK TTAK
30_ (22).mp3,30,22,치 지 직 치 치 지 지 직 치 직,CHI JI JIK CHI CHI JI JI JIK CHI JIK,쓰 스 슷 씃 스 슷 스 엇 슥,SSEU SEU SEUT SSEUT SEU SEUT SEU EOT SEUK,스 극 스 그 그 극 스 익,SEU GEUK SEU GEU GEU GEUK SEU IK,스 슷 스 스 스 슷 스 슷 사 삿,SEU SEUT SEU SEU SEU SEUT SEU SEUT SA SAT,투 두 둑 투 두 두 두 두 두 둑,TU DU DUK TU DU DU DU DU DU DUK
30_ (23).mp3,30,23,치 지 직 칙 칙 치 지 직,CHI JI JIK CHIK CHIK CHI JI JIK,크 극 즉 젹 츠 르 륵 트 르 르 르 륵,KEU GEUK JEUK JYEOK CHEU REU REUK TEU REU REU REU REUK,사 가 가 각 사 각 사 가 각,SA GA GA GAK SA GAK SA GA GAK,스 스 슥 트 득 득 득 득 득 득 스 슥 슥,SEU SEU SEUK TEU DEUK DEUK DEUK DEUK DEUK DEUK SEU SEUK SEUK,스 그 슥 슥 득 득 스 그 슥,SEU GEU SEUK SEUK DEUK DEUK SEU GEU SEUK
30_ (24).mp3,30,24,치 지 지 지 직 칙 칙 측 차 지 지 직,CHI JI JI JI JIK CHIK CHIK CHEUK CHA JI JI JIK,커 러 러 럭 컷 스 슷 섯,KEO REO REO REOK KEOT SEU SEUT SEOT,스 그 그 극 특 특 스 그 극,SEU GEU GEU GEUK TEUK TEUK SEU GEU GEUK,스 스 슷 슷 턱 닥 덕 스 슷 슷 슷,SEU SEU SEUT SEUT TEOK DAK DEOK SEU SEUT SEUT SEUT,타 다 다 다 탁 타 다 다 다 닥,TA DA DA DA TAK TA DA DA DA DAK
30_ (25).mp3,30,25,치 릭 칙 차 라 락 차 락 칙,CHI RIK CHIK CHA RA RAK CHA RAK CHIK,쓰 스 스 슥 트 득 트 득,SSEU SEU SEU SEUK TEU DEUK TEU DEUK,스 극 스 극 스 그,SEU GEUK SEU GEUK SEU GEU,스 스 슥 스 슷 사 삿 사 사 삿,SEU SEU SEUK SEU SEUT SA SAT SA SA SAT,스 걱 스 어 억 스 억 스 억,SEU GEOK SEU EO EOK SEU EOK SEU EOK
30_ (26).mp3,30,26,터 덕 쓰 스 슥 치 지 치 지 치 직,TEO DEOK SSEU SEU SEUK CHI JI CHI JI CHI JIK,크 쳑 착 트 스 슷 스 스 스 석,KEU CHYEOK CHAK TEU SEU SEUT SEU SEU SEU SEOK,스 극 스 그 극 그 극,SEU GEUK SEU GEU GEUK GEU GEUK,터 컥 슥 스 슷 스 스 스 슥 스 슷 스,TEO KEOK SEUK SEU SEUT SEU SEU SEU SEUK SEU SEUT SEU,택 쿡 수 악 소 고 소 고 소 고,TAEK KUK SU AK SO GO SO GO SO GO
30_ (27).mp3,30,27,스 스 턱 턱 피 호 피 호 피 호 휘 이,SEU SEU TEOK TEOK PI HO PI HO PI HO HWI I,츠 즈 츠 즈 츠 즈 츠 즈 츠 즈,CHEU JEU CHEU JEU CHEU JEU CHEU JEU CHEU JEU,스 극 스 극 스 극 스 극 스 극,SEU GEUK SEU GEUK SEU GEUK SEU GEUK SEU GEUK,싀 키 싀 키 싀 키 싀 키 싀 키,SUI KI SUI KI SUI KI SUI KI SUI KI,시 기 시 기 시 기 시 기 시 기,SI GI SI GI SI GI SI GI SI GI
30_ (28).mp3,30,28,치 릭 탁 치 릭 탁 터 럭,CHI RIK TAK CHI RIK TAK TEO REOK,터 덕 스 윽 턱,TEO DEOK SEU EUK TEOK,사 각 사 각 사 각,SA GAK SA GAK SA GAK,닥 스 스 스 슷 스 스 슷 사 삿 스 스 슷,DAK SEU SEU SEU SEUT SEU SEU SEUT SA SAT SEU SEU SEUT,바 그 닥 닥 바 그 삭 삭,BA GEU DAK DAK BA GEU SAK SAK
30_ (29).mp3,30,29,츠 즉 치 직 치 지 지 직 치 지 직 틱 틱,CHEU JEUK CHI JIK CHI JI JI JIK CHI JI JIK TIK TIK,크 그 젹 쳐 져 젹 쳐 쳑,KEU GEU JYEOK CHYEO JYEO JYEOK CHYEO CHYEOK,슥 슥 스 윽 스 스 스 스 슥,SEUK SEUK SEU EUK SEU SEU SEU SEU SEUK,스 슥 서 거 서 서 억 트 득,SEU SEUK SEO GEO SEO SEO EOK TEU DEUK,드 그 탁 사 가 가 사 그 스 가 작,DEU GEU TAK SA GA GA SA GEU SEU GA JAK
30_ (3).mp3,30,3,톡 치 기 긱 톡 치 기 긱,TOK CHI GI GIK TOK CHI GI GIK,특 츠 측 턱 탁,TEUK CHEU CHEUK TEOK TAK,스 크 륵 스 크 륵 스 크 륵,SEU KEU REUK SEU KEU REUK SEU KEU REUK,두 타 치 치 타 치,DU TA CHI CHI TA CHI,웅 치 키 치 키 치 키 치 키,UNG CHI KI CHI KI CHI KI CHI KI
30_ (30).mp3,30,30,치 기 드 륵 닥 더 럭 치 릭,CHI GI DEU REUK DAK DEO REOK CHI RIK,트 덕 특 터 드 득,TEU DEOK TEUK TEO DEU DEUK,사 각 사 각 사 각,SA GAK SA GAK SA GAK,스 스 슷 사 사 사 삿 사 사 삿,SEU SEU SEUT SA SA SA SAT SA SA SAT,스 그 삭 스 그 러 륵 삭,SEU GEU SAK SEU GEU REO REUK SAK
30_ (31).mp3,30,31,스 그 극 스 륵 슥 삭,SEU GEU GEUK SEU REUK SEUK SAK,츠 즈 즉 즉 즉,CHEU JEU JEUK JEUK JEUK,스 극 스 극,SEU GEUK SEU GEUK,스 스 슥 스 슷 사 사 악,SEU SEU SEUK SEU SEUT SA SA AK,사 삭 삭 삭,SA SAK SAK SAK
30_ (32).mp3,30,32,치 지 지 지 치 지 지 직 치 직 칙,CHI JI JI JI CHI JI JI JIK CHI JIK CHIK,츠 즈 츠 츠 츠 츠 릇 츠 럭 터 럭,CHEU JEU CHEU CHEU CHEU CHEU REUT CHEU REOK TEO REOK,스 그 그 그 르 극 스 그 그 극 스 륵,SEU GEU GEU GEU REU GEUK SEU GEU GEU GEUK SEU REUK,스 스 슥 스 슷 슷 스 슥 스 슥 피 시 익,SEU SEU SEUK SEU SEUT SEUT SEU SEUK SEU SEUK PI SI IK,서 고 서 고 삭 서 고 서 고 삭,SEO GO SEO GO SAK SEO GO SEO GO SAK
30_ (33).mp3,30,33,치 지 직 츠 지 지 지,CHI JI JIK CHEU JI JI JI,쿠 후 우 우 우 우 쓰 스 슥 트 읏,KU HU U U U U SSEU SEU SEUK TEU EUT,사 가 각 사 가 가 각,SA GA GAK SA GA GA GAK,사 삿 사 사 랏 사 삿 삿,SA SAT SA SA RAT SA SAT SAT,스 그 득 스 그 스 그 스 그,SEU GEU DEUK SEU GEU SEU GEU SEU GEU
30_ (34).mp3,30,34,슥 스 극 슥 스 르 륵,SEUK SEU GEUK SEUK SEU REU REUK,측 즉 츠 즉 처 럭 측,CHEUK JEUK CHEU JEUK CHEO REOK CHEUK,스 그 극 스 그 극,SEU GEU GEUK SEU GEU GEUK,스 스 스 슷 사 삿 사 각,SEU SEU SEU SEUT SA SAT SA GAK,스 극 슥 사 그 극,SEU GEUK SEUK SA GEU GEUK
30_ (35).mp3,30,35,치 지 지 지 탁 치 지 지 지 탁,CHI JI JI JI TAK CHI JI JI JI TAK,컥 탁 터 럭,KEOK TAK TEO REOK,타 아 앙 타 아 앙 타 앙,TA A ANG TA A ANG TA ANG,타 악 스 스 스 스 슷 타 악 스 스 스 슷 타 악,TA AK SEU SEU SEU SEU SEUT TA AK SEU SEU SEU SEUT TA AK,비 기 비 기 탁 비 기 비 기 탁,BI GI BI GI TAK BI GI BI GI TAK
30_ (36).mp3,30,36,치 직 틱 틱 틱 티 익,CHI JIK TIK TIK TIK TI IK,쓰 억 턱 턱 턱 쓰 억,SSEU EOK TEOK TEOK TEOK SSEU EOK,탁 탁 탁 티 딕,TAK TAK TAK TI DIK,탁 탁 당 탁,TAK TAK DANG TAK,사 르 륵 당 당 당 스 익,SA REU REUK DANG DANG DANG SEU IK
30_ (37).mp3,30,37,치 직 치 지 직 치 지 지 직,CHI JIK CHI JI JIK CHI JI JI JIK,쓰 스 트 쓰 터 잇 씃 스 스 스 스,SSEU SEU TEU SSEU TEO IT SSEUT SEU SEU SEU SEU,휘 익 타 다 닥 타 다 다 다 닥,HWI IK TA DA DAK TA DA DA DA DAK,스 슥 탁 스 슥 타 악 스 스 슷 스,SEU SEUK TAK SEU SEUK TA AK SEU SEU SEUT SEU,타 삭 타 사 삭 타 사 사 사 삭,TA SAK TA SA SAK TA SA SA SA SAK
30_ (38).mp3,30,38,스 스 슥 스 그 스 그 스 그 슥,SEU SEU SEUK SEU GEU SEU GEU SEU GEU SEUK,스 스 슥 트 드 드 드 씃,SEU SEU SEUK TEU DEU DEU DEU SSEUT,스 극 슥 스 그 스 그 스 그 슥,SEU GEUK SEUK SEU GEU SEU GEU SEU GEU SEUK,스 슷 스 사 삿 사 삿 삿 삿 사 앗,SEU SEUT SEU SA SAT SA SAT SAT SAT SA AT,호 부 작 호 부 호 부 호 부 착,HO BU JAK HO BU HO BU HO BU CHAK
30_ (39).mp3,30,39,휘 기 히 휘 기 치 이,HWI GI HI HWI GI CHI I,스 스 슥 트 드 득 탓,SEU SEU SEUK TEU DEU DEUK TAT,사 각 사 각 사 각 스 윽,SA GAK SA GAK SA GAK SEU EUK,스 스 슷 사 사 삿 타 악,SEU SEU SEUT SA SA SAT TA AK,카 카 코 코 카 흑,KA KA KO KO KA HEUK
30_ (4).mp3,30,4,취 치 지 지 직 취 지 직,CHWI CHI JI JI JIK CHWI JI JIK,츠 즈 츠 츠 츠 쓰 스 스,CHEU JEU CHEU CHEU CHEU SSEU SEU SEU,치 키 치 키 포 카 포 카,CHI KI CHI KI PO KA PO KA,꾸 릅 스 슷 슷 스 스 슷 스 슷 스 슷,KKU REUB SEU SEUT SEUT SEU SEU SEUT SEU SEUT SEU SEUT,서 거 서 거 삭 서 거 서 거 석,SEO GEO SEO GEO SAK SEO GEO SEO GEO SEOK
30_ (40).mp3,30,40,스 그 덕 스 그 더 르 덕,SEU GEU DEOK SEU GEU DEO REU DEOK,차 그 작 하 그 자 그 작,CHA GEU JAK HA GEU JA GEU JAK,휘 리 릭 사 각 사 각,HWI RI RIK SA GAK SA GAK,스 스 슷 사 삿 사 삿,SEU SEU SEUT SA SAT SA SAT,콰 오 왁 스 슥 콰 옥,KWA O WAK SEU SEUK KWA OK
30_ (41).mp3,30,41,치 이 직 칙 칙 치 이 익,CHI I JIK CHIK CHIK CHI I IK,터 덕 스 스 윽 틋 스 윽,TEO DEOK SEU SEU EUK TEUT SEU EUK,사 각 사 각 사 아 악,SA GAK SA GAK SA A AK,스 슷 스 슷 삿 사 사 앗 삿,SEU SEUT SEU SEUT SAT SA SA AT SAT,스 그 슥 슥 슥 슥,SEU GEU SEUK SEUK SEUK SEUK
30_ (42).mp3,30,42,슥 스 그 극 슥 스 륵,SEUK SEU GEU GEUK SEUK SEU REUK,슥 스 슥 스 륵,SEUK SEU SEUK SEU REUK,스 그 극 스 그 극,SEU GEU GEUK SEU GEU GEUK,슥 스 슥 스 슥 스 스 스 슥,SEUK SEU SEUK SEU SEUK SEU SEU SEU SEUK,탁 탁 탁 탁 탁 타 다 다 타 닥,TAK TAK TAK TAK TAK TA DA DA TA DAK
30_ (43).mp3,30,43,트 터 억 툭 치 익 트 드 윽 트 드 윽,TEU TEO EOK TUK CHI IK TEU DEU EUK TEU DEU EUK,크 그 극 댯 스 스 석 스 스 석,KEU GEU GEUK DYAT SEU SEU SEOK SEU SEU SEOK,특 득 트 르 륵 스 으 윽,TEUK DEUK TEU REU REUK SEU EU EUK,터 걱 스 스 으 윽 츠 즈 읏,TEO GEOK SEU SEU EU EUK CHEU JEU EUT,투 다 다 투 다 다,TU DA DA TU DA DA
30_ (44).mp3,30,44,스 그 스 스 스 스 슥 스 슥,SEU GEU SEU SEU SEU SEU SEUK SEU SEUK,씃 스 스 스 스 익 트 득,SSEUT SEU SEU SEU SEU IK TEU DEUK,스 극 스 극 스 그 극,SEU GEUK SEU GEUK SEU GEU GEUK,사 삿 사 삿 삿 사 사 삿,SA SAT SA SAT SAT SA SA SAT,후 구 구 구 구 구 구 구 후 구,HU GU GU GU GU GU GU GU HU GU
30_ (45).mp3,30,45,기 긱 기 긱 기 긱 기 기 기 긱 시 시 식,GI GIK GI GIK GI GIK GI GI GI GIK SI SI SIK,크 그 크 그 크 그 릇,KEU GEU KEU GEU KEU GEU REUT,스 각 스 각 사 가 가 각,SEU GAK SEU GAK SA GA GA GAK,스 삿 사 삿 사 삿 사 삿 사 사 삿 치 익 사 삿 삿,SEU SAT SA SAT SA SAT SA SAT SA SA SAT CHI IK SA SAT SAT,지 걱 지 걱 지 걱 스 윽 지 거 걱,JI GEOK JI GEOK JI GEOK SEU EUK JI GEO GEOK
30_ (46).mp3,30,46,스 그 득 슥 슥 스 득 스 득 득 득,SEU GEU DEUK SEUK SEUK SEU DEUK SEU DEUK DEUK DEUK,수 숙 투 둑 스 슥,SU SUK TU DUK SEU SEUK,치 직 타 다 다 다 다 다 닥,CHI JIK TA DA DA DA DA DA DAK,스 스 스 슷 타 다 닷 사 삿 삿 삿,SEU SEU SEU SEUT TA DA DAT SA SAT SAT SAT,코 고 곡 코 고 고 고 고 고 곡,KO GO GOK KO GO GO GO GO GO GOK
30_ (47).mp3,30,47,스 극 스 극 스 그 스 그 스 그 스 슥,SEU GEUK SEU GEUK SEU GEU SEU GEU SEU GEU SEU SEUK,스 스 스 트 드 스 슥,SEU SEU SEU TEU DEU SEU SEUK,스 극 스 극 스 극 스 그 그 극,SEU GEUK SEU GEUK SEU GEUK SEU GEU GEU GEUK,스 슷 사 삿 사 삿 삿 삿 사 삿 사 삿,SEU SEUT SA SAT SA SAT SAT SAT SA SAT SA SAT,서 걱 서 걱 슥 서 걱 서 걱 걱,SEO GEOK SEO GEOK SEUK SEO GEOK SEO GEOK GEOK
30_ (48).mp3,30,48,치 지 지 직 치 직 치 직 치 지 지 지 치 지 직,CHI JI JI JIK CHI JIK CHI JIK CHI JI JI JI CHI JI JIK,크 극 크 극 크 극 크 극 크 극 크 를,KEU GEUK KEU GEUK KEU GEUK KEU GEUK KEU GEUK KEU REUL,사 각 사 가 각 사 가 가 각,SA GAK SA GA GAK SA GA GA GAK,스 슷 스 슷 스 슷 스 스 스 스 스 읏 스,SEU SEUT SEU SEUT SEU SEUT SEU SEU SEU SEU SEU EUT SEU,브 그 브 그 브 그 브 그 브 그 븍 스 그 극,BEU GEU BEU GEU BEU GEU BEU GEU BEU GEU BEUK SEU GEU GEUK
30_ (49).mp3,30,49,디 리 디 릭 스 그 락 스 그 락 스 덕,DI RI DI RIK SEU GEU RAK SEU GEU RAK SEU DEOK,트 득 스 슥 트 득 득,TEU DEUK SEU SEUK TEU DEUK DEUK,사 각 사 각 사 각,SA GAK SA GAK SA GAK,스 스 슷 사 사 삿 스 슷 스 슷 사 삿,SEU SEU SEUT SA SA SAT SEU SEUT SEU SEUT SA SAT,스 극 스 극 스 극 서 걱 서 걱 서 걱 걱,SEU GEUK SEU GEUK SEU GEUK SEO GEOK SEO GEOK SEO GEOK GEOK
30_ (5).mp3,30,5,치 스 스 스 슥 스 스 슥 스 스 스 슥,CHI SEU SEU SEU SEUK SEU SEU SEUK SEU SEU SEU SEUK,쓰 스 슥 스 스 슥 트 릇 특,SSEU SEU SEUK SEU SEU SEUK TEU REUT TEUK,스 극 스 극 스 그 그 르 륵,SEU GEUK SEU GEUK SEU GEU GEU REU REUK,스 슷 스 슷 슷 스 스 스 슷 스 슷,SEU SEUT SEU SEUT SEUT SEU SEU SEU SEUT SEU SEUT,스 그 스 그 스 그 스 그 스 그 스 그 슥,SEU GEU SEU GEU SEU GEU SEU GEU SEU GEU SEU GEU SEUK
30_ (50).mp3,30,50,토 록 톡,TO ROK TOK,콰 그 작,KWA GEU JAK,스 그 극 스 그 그 드 득,SEU GEU GEUK SEU GEU GEU DEU DEUK,스 슷 스 스 슷 따 악,SEU SEUT SEU SEU SEUT TTA AK,득 탁,DEUK TAK
30_ (51).mp3,30,51,치 기 딕 칙 치 릭 딕,CHI GI DIK CHIK CHI RIK DIK,크 그 쟈 악 사 락 학,KEU GEU JYA AK SA RAK HAK,스 그 륵 스 그 르 륵,SEU GEU REUK SEU GEU REU REUK,스 스 스 슷 삿 삿 사 사 삿,SEU SEU SEU SEUT SAT SAT SA SA SAT,타 다 다 다 타 다 다 다 다 다 닥,TA DA DA DA TA DA DA DA DA DA DAK
